MYK11tdxOVmxmcNQqNDqejgyQhl2lHBt,Dal primo cerchio partono frecce da tutti gli elementi?,"Nel primo cerchio (nel dominio) ci sono 4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Dal"",""partono frecce da tutti gli elementi""]",2024- 4-22 18:29:53,typeEsempio1
MYK11tdxOVmxmcNQqNDqejgyQhl2lHBt,Dal dominio partono frecce da tutti gli elementi?,"Nel primo cerchio (nel dominio) ci sono 4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Dal"",""partono frecce da tutti gli elementi""]",2024- 4-22 18:30:4,typeEsempio1
MYK11tdxOVmxmcNQqNDqejgyQhl2lHBt,A tutti gli elementi del secondo cerchio (o codominio) arriva almeno una freccia?,"L'insieme B è composto da 4 elementi: 27, 42, 34, 30.figure{insiemi/esempio1.svg} element{#insieme-codominio--fill--#04ed00}","["" A tutti gli elementi del secondo cerchio o"",""arriva almeno una freccia""]",2024- 4-22 18:30:14,typeEsempio1
MYK11tdxOVmxmcNQqNDqejgyQhl2lHBt,Ci sono elementi del primo cerchio (dominio) da cui parte più di una freccia?,"Nel primo cerchio (nel dominio) ci sono 4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Ci sono elementi del primo cerchio"",""da cui parte piu di una freccia""]",2024- 4-22 18:30:20,typeEsempio1
MYK11tdxOVmxmcNQqNDqejgyQhl2lHBt,Da ogni elemento del primo cerchio (o dominio) parte al massimo una freccia?,"Nel primo cerchio (nel dominio) ci sono 4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Da ogni elemento del primo cerchio o"",""parte al massimo una freccia""]",2024- 4-22 18:30:30,typeEsempio1
MYK11tdxOVmxmcNQqNDqejgyQhl2lHBt,Ci sono elementi del secondo cerchio ( o codominio) a cui arriva più di una freccia?,"L'insieme B è composto da 4 elementi: 27, 42, 34, 30.figure{insiemi/esempio1.svg} element{#insieme-codominio--fill--#04ed00}","["" Ci sono elementi del secondo cerchio o"",""a cui arriva piu di una freccia""]",2024- 4-22 18:30:34,typeEsempio1
r2CAVeT7nISRY0iBmaz7ucXoGzmhTsfY,Cosa c’è nel primo cerchio?,"Nel primo cerchio (nel dominio) ci sono 4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Cosa c e nel""]",2024- 4-22 18:41:48,typeEsempio1
ODc47eziyhE9OhX1JSKnLaX23KMRmDQF,parlami dell'insieme a,"Nel primo cerchio (nel dominio) ci sono 4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" parlami dell""]",2024- 4-23 10:8:14,typeEsempio1
ODc47eziyhE9OhX1JSKnLaX23KMRmDQF,anna,L'elemento anna dell'insieme A è collegato all'elemento 27 dell'insieme B.figure{insiemi/esempio1.svg} element{#link-anna-27--stroke--#04ed00},[],2024- 4-23 10:13:41,typeEsempio1
Q54NGxv95KzZBHT-s63jnkinv4BbR0oC,Ci sono elementi del secondo cerchio ( o codominio) a cui arriva più di una freccia?,"L'insieme B è composto da 4 elementi: 27, 42, 34, 30.figure{insiemi/esempio1.svg} element{#insieme-codominio--fill--#04ed00}","["" Ci sono elementi del secondo cerchio o"",""a cui arriva piu di una freccia""]",2024- 4-23 18:3:9,typeEsempio1
Q54NGxv95KzZBHT-s63jnkinv4BbR0oC,Ci sono elementi del primo cerchio (dominio) da cui parte più di una freccia?,"Nel primo cerchio (nel dominio) ci sono 4 elementi: mario, luisa, luigi, anna.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00}","["" Ci sono elementi del primo cerchio"",""da cui parte piu di una freccia""]",2024- 4-23 18:3:18,typeEsempio1
Q54NGxv95KzZBHT-s63jnkinv4BbR0oC,A tutti gli elementi del secondo cerchio (o codominio) arriva almeno una freccia?,"L'insieme B è composto da 4 elementi: 27, 42, 34, 30.figure{insiemi/esempio1.svg} element{#insieme-codominio--fill--#04ed00}","["" A tutti gli elementi del secondo cerchio o"",""arriva almeno una freccia""]",2024- 4-23 18:3:27,typeEsempio1
Q54NGxv95KzZBHT-s63jnkinv4BbR0oC,Dal primo cerchio partono frecce da tutti gli elementi?,Non da tutti gli elementi del primo cerchio parte una freccia.figure{insiemi/esempio1.svg} element{#insieme-dominio--fill--#04ed00},"["" Dal"",""partono frecce da"",""gli""]",2024- 4-23 18:3:35,typeEsempio1
